# Last workflow run on (ET): 2025-08-27 14:27:53
NID,Title,URL,Organization,Product,Issue,"What you should do",Category,"Recall class","Last updated",Archived
77956,"Transport Canada Recall - 2025421 - VOLKSWAGEN",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2025421-volkswagen,TC,"SUV recalled by VOLKSWAGEN",Suspension,,SUV,,2025-08-19,0
77957,"Transport Canada Recall - 2025422 - JAYCO",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2025422-jayco,TC,"RV Trailer recalled by JAYCO",Accessories,,"RV Trailer",,2025-08-19,0
77919,"Health Canada warns that FFQRLP Brand Baby Lounger for 0-24 months available on Amazon.ca may pose a risk of strangulation, entrapment and falling",https://recalls-rappels.canada.ca/en/alert-recall/health-canada-warns-ffqrlp-brand-baby-lounger-0-24-months-available-amazonca-may-pose,"Consumer product safety","FFQRLP Brand Baby Lounger for 0-24 months","Strangulation hazard - Entrapment hazard - Fall hazard","Consumers who have this affected product should immediately stop using it and safely dispose of the item in such a way that it cannot be used again. Regularly check the&nbsp;Healthy Canadians Recalls and Safety Alerts database&nbsp;for dangerous products and take action to remove items of concern.Health Canada would like to remind consumers to report any health or safety incidents related to the use of these products or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form. Related linksKeep safety in mind when shopping onlineBringing Consumer Products into CanadaCreating a safe sleep environment for your babyStay connected with Health Canada and receive the latest advisories and product recalls using&nbsp;social media&nbsp;tools.","Household items",,2025-08-18,0
77935,"Transport Canada Recall - 2025415 - FORD",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2025415-ford,TC,"SUV recalled by FORD","Lights And Instruments",,"Light Truck & Van - SUV",,2025-08-18,0
77936,"Transport Canada Recall - 2025423 - MERCEDES-BENZ",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2025423-mercedes-benz,TC,"SUV recalled by MERCEDES-BENZ",Steering,,"Car - SUV",,2025-08-18,0
77937,"Délifruits brand and Chocofolie brand Pistachio products recalled due to Salmonella",https://recalls-rappels.canada.ca/en/alert-recall/delifruits-brand-and-chocofolie-brand-pistachio-products-recalled-due-salmonella,CFIA,"Pistachio products",Salmonella,,"Candy, confectionary, snacks and sweeteners","Class 2",2025-08-16,0
77526,"Transport Canada Recall - 2025263 - TOYOTA",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2025263-toyota,TC,"Light Truck & Van recalled by TOYOTA","Lights And Instruments",,"Light Truck & Van",,2025-08-15,0
77674,"Infinia™ Hawkeye™ 4",https://recalls-rappels.canada.ca/en/alert-recall/infiniatm-hawkeyetm-4,"Medical devices","Infinia™ Hawkeye™ 4",Performance,,Radiology,"Type II",2025-08-15,0
77899,"Wireless microphone component of Foniq Atom wireless party speaker recalled due to interference with other radio frequencies, including police and emergency services ",https://recalls-rappels.canada.ca/en/alert-recall/wireless-microphone-component-foniq-atom-wireless-party-speaker-recalled-due,"Consumer product safety","Foniq Atom wireless party speaker with karaoke microphone","Injury hazard","Consumers should immediately stop using the wireless microphone component of the Foniq Atom and contact Automobility to receive instructions for destroying their old microphone. Upon receiving photographic proof of destruction, Automobility will arrange to provide consumers with a free replacement wireless microphone that is compatible with the Foniq Atom speaker and which has received the appropriate ISED (Innovation, Science and Economic Development Canada) certification. For more information, consumers can contact Automobility toll-free at 1-855-553-6647, from Monday to Friday, between 9:00 a.m. and 5:00 p.m. ET, or visit the company website.Please note that the Canada Consumer Product Safety Act prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind consumers to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form.This recall is also posted on the OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls.",Electronics,,2025-08-15,0
77900,"Wireless microphone component of SoundStage Party Cube wireless speaker recalled due to interference with other radio frequencies, including police and emergency services ",https://recalls-rappels.canada.ca/en/alert-recall/wireless-microphone-component-soundstage-party-cube-wireless-speaker-recalled-due,"Consumer product safety","SoundStage Party Cube wireless speaker with karaoke microphone ","Injury hazard","Consumers should immediately stop using the wireless microphone component of the SoundStage Party Cube and contact Automobility to receive instructions for destroying their old microphone. Upon receiving photographic proof of destruction, Automobility will arrange to provide consumers with a free replacement wireless microphone that is compatible with the SoundStage Party Cube speaker and which has received the appropriate ISED certification. For more information, consumers can contact Automobility toll-free at 1-855-553-6647, from Monday to Friday, between 9:00 a.m. and 5:00 p.m. ET, or visit the company website.Please note that the Canada Consumer Product Safety Act prohibits recalled products from being redistributed, sold or even given away in Canada.Health Canada would like to remind consumers to report any health or safety incidents related to the use of this product or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form.This recall is also posted on the OECD Global Portal on Product Recalls website. You can visit this site for more information on other international consumer product recalls.",Electronics,,2025-08-15,0
77907,"Health Canada warns that Haioulun brand 10 port USB Charging station may pose a risk of electric shock",https://recalls-rappels.canada.ca/en/alert-recall/health-canada-warns-haioulun-brand-10-port-usb-charging-station-may-pose-risk-electric,"Consumer product safety","Haioulun brand 10 port USB Charging station","Electrical hazard","Consumers who have this affected product should immediately stop using the affected product and dispose of the product in accordance with municipal electronic waste requirements.Regularly check the&nbsp;Healthy Canadians Recalls and Safety Alerts database&nbsp;for dangerous products and take action to remove items of concern.Health Canada would like to remind consumers to report any health or safety incidents related to the use of these products or any other consumer product or cosmetic by filling out the Consumer Product Incident Report Form. Related linksKeep safety in mind when shopping onlineElectrical product safetyStay connected with Health Canada and receive the latest advisories and product recalls using&nbsp;social media&nbsp;tools.",Electronics,,2025-08-15,0
77917,"Wellness by London Drugs Hand Sanitizer Gel; Deficiencies in Good Manufacturing Practices",https://recalls-rappels.canada.ca/en/alert-recall/wellness-london-drugs-hand-sanitizer-gel-deficiencies-good-manufacturing-practices,"Drugs and health products","Wellness by London Drugs Hand Sanitizer Gel","Product quality","Verify if your product is affected.Consult your healthcare provider prior to discontinuing use of the affected product(s), or for any health concerns.Contact the recalling firm if you have any questions about the recall.Report any health product&nbsp;related&nbsp;side effects&nbsp;to Health Canada.Report any other health product safety&nbsp;complaints&nbsp;to&nbsp;Health Canada.","Natural health products","Type III",2025-08-15,0
77918,"Allura and Azurion Systems",https://recalls-rappels.canada.ca/en/alert-recall/allura-and-azurion-systems,"Medical devices","Allura and Azurion Systems",Performance,,Radiology,"Type II",2025-08-15,0
77920,"Allura Xper Systems",https://recalls-rappels.canada.ca/en/alert-recall/allura-xper-systems,"Medical devices","Allura Xper Systems","Device compatibility",,Radiology,"Type II",2025-08-15,0
77922,"BioFire® FilmArray® Pneumonia (PNplus) Panel Plus ",https://recalls-rappels.canada.ca/en/alert-recall/biofirer-filmarrayr-pneumonia-pnplus-panel-plus,"Medical devices","BioFire® FilmArray® Pneumonia (PNplus) Panel Plus ",Performance,,Microbiology,"Type II",2025-08-15,0
77924,"Transport Canada Recall - 2025413 - FORD",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2025413-ford,TC,"SUV recalled by FORD",Accessories,,SUV,,2025-08-15,0
77925,"Transport Canada Recall - 2025414 - FORD",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2025414-ford,TC,"Light Truck & Van recalled by FORD",Powertrain,,"Light Truck & Van",,2025-08-15,0
77926,"Transport Canada Recall - 2025416 - FORD",https://recalls-rappels.canada.ca/en/alert-recall/transport-canada-recall-2025416-ford,TC,"Light Truck & Van recalled by FORD","Lights And Instruments",,"Light Truck & Van",,2025-08-15,0
